mean_Blue,mean_Green,mean_Red,mean_NIR,mean_SWIR1,mean_SWIR2,mean_NDVI,mean_NDBI,class
0.15288017235611237,0.19890916833675315,0.22864033386330038,0.28620487480723644,0.3282612836380378,0.3067392719511496,0.11572994960268404,0.06281713015881488,1
0.17146475491589555,0.2211271738318009,0.25798032753440636,0.3129081008126176,0.3779973469235218,0.3580739249848063,0.0980471774954419,0.09134798516592986,1
0.16036840113796222,0.20921227556332897,0.24356864119649316,0.3058097814823654,0.3536329361403487,0.328604989496458,0.11677483807039414,0.06766438867501508,1
0.14997694848919194,0.1966979846227204,0.2268555492949276,0.2809970218065547,0.3227454042854197,0.30308821334167657,0.1084201398832707,0.06511150706898082,1
0.14901668269459795,0.1964507285726195,0.22845113402044318,0.29611447962318976,0.3331431744406032,0.3064370238407148,0.13173295396545623,0.05594964642142585,1
0.16902861330244276,0.22097688251071507,0.257075203789605,0.31870730717976886,0.3995214038425022,0.3897970782385932,0.10926632086435954,0.10708943340513441,1
0.1584591516634313,0.20543519462027202,0.23510970138921972,0.29305823256329794,0.3347113539532917,0.3139019012451172,0.111313703583508,0.06275197936267388,1
0.15569005693708146,0.20101679587850765,0.23284495606714364,0.289430384733239,0.32546999016586614,0.2973824131245516,0.10907638316251794,0.05760764589115065,1
0.140429791282205,0.1822985340567196,0.20781609591315775,0.27501717735739317,0.2982199051800896,0.2709528979133157,0.14165672133950627,0.0357826176811667,1
0.1682288369467092,0.2207736525424691,0.257504707158998,0.3137076843616574,0.38001268963481105,0.3607026033623274,0.09869251694790153,0.09406310458515965,1
0.16336078074441027,0.21425671363944437,0.24779521885202893,0.31402792859433304,0.377981897610337,0.3572813574947528,0.11991717210456507,0.08888540694962686,1
0.15558670185230397,0.21371406979031032,0.249934125829626,0.3176849506519459,0.38829323097511576,0.37240385126184533,0.12271476674962926,0.09512638162683558,1
0.13340139389038086,0.18639103571573892,0.21467824776967367,0.2927845319112142,0.32112900416056317,0.2892393271128337,0.1568801999092102,0.04097009698549906,1
0.11631583444999927,0.16360415834369083,0.18641583124796549,0.2811100121700402,0.27793248494466144,0.2363575010588675,0.20360504497181287,-0.0066285738439270945,1
